OBJECTID,SubSymbol,Period,Years_before,Period_c,Main_Rock_Type,Photo_Ref_no,Main_Rock_Type_c,Years_before_c,Photo1,Photo2,Photo3,Photo1_link,Photo2_link,Photo3_link
334,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
335,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
336,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
337,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
338,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
339,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
340,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
341,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
342,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
343,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
344,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
346,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
347,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
348,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
349,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
350,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
351,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
352,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
353,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
354,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
355,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
356,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
357,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
358,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
359,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
360,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
361,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
362,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
363,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
364,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
366,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
367,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
368,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
369,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
370,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
371,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
372,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
373,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
374,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
375,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
376,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
377,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
378,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
379,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
380,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
381,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
382,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
385,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
387,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
388,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
